"מק""ט",שם המוצר,קטגוריה,מותג,צבע,כמות באריזה,כמות במשטח,מידות,שם באנגלית,קטגוריה באנגלית,אימוג'י,תמונה,תמונות נוספות,תמונת מפרט,תמונות מפרט
118219,מסעף 45° DN75 עם תבריג · כולל 3 אומים ו-3 אטמים,מסעפים וחיבורי אסלה,ליפסקי,,,,זווית: 45° | מידה: DN75 | תיאור: מסעף 45° DN75 עם תבריג · כולל 3 אומים ו-3 אטמים,Branch 45° DN75 screw-on Includes 3 nuts and 3 seals,Branches & WC Conn.,⑂,118219.jpeg,,,
118220,מסעף 45° DN110 עם תבריג · כולל 3 אומים ו-3 אטמים,מסעפים וחיבורי אסלה,ליפסקי,,,,זווית: 45° | מידה: DN110 | תיאור: מסעף 45° DN110 עם תבריג · כולל 3 אומים ו-3 אטמים,Branch 45° DN110 screw-on Includes 3 nuts and 3 seals,Branches & WC Conn.,⑂,118220.jpeg,,,
118221,מסעף 45° DN40 עם תבריג · כולל 3 אומים ו-3 אטמים,מסעפים וחיבורי אסלה,ליפסקי,,,,זווית: 45° | מידה: DN40 | תיאור: מסעף 45° DN40 עם תבריג · כולל 3 אומים ו-3 אטמים,Branch 45° DN40 screw-on Includes 3 nuts and 3 seals,Branches & WC Conn.,⑂,116223.jpeg,,,
118222,מסעף 45° DN50 עם תבריג · כולל 3 אומים ו-3 אטמים,מסעפים וחיבורי אסלה,ליפסקי,,,,זווית: 45° | מידה: DN50 | תיאור: מסעף 45° DN50 עם תבריג · כולל 3 אומים ו-3 אטמים,Branch 45° DN50 screw-on Includes 3 nuts and 3 seals,Branches & WC Conn.,⑂,118222.jpeg,,,
119215,מצמד חיתוכי 75/50,אביזרי שקע-תקע,ליפסקי,,,,DN: 75/50,Eccentric reducer 75/50,Insertion Accessories,🔌,119215.jpeg,,,
119934,ברך 90° תבריג כפול 40/40,אביזרי תבריג,ליפסקי,,,,זווית: 90° | תצורה: כפול | DN: 40/40,Band 90° Double Screw-on DN50/40,Screw-on Accessories,🔩,119934.jpeg,,,
119967,"צינור אפור DN50 L=100 ס""מ",צינורות,ליפסקי,,,,DN: 50 | L (cm): 100,Grey pipe DN50 L=100cm,Pipes,📏,119967.jpeg,,,
120011,כובע אויר DN110,אביזרי שקע-תקע,ליפסקי,,,,DN: 110,Venting cap DN110,Insertion Accessories,🔌,120311.jpeg,,,
120311,כובע אויר 110,פקקים וצינורות,ליפסקי,,,,DN: 110,Venting cap 110,Couplers & Pipes,⚫,120311.jpeg,,,
121216,זקיף אסלה,זקיף אסלה,ליפסקי,,,,DN: 110,Straight WC connection with outlet DN110,WC Connection,🚽,121216.jpeg,,,
122974,הגבהה גלילית,כיסויים,ליפסקי,,,,מידות: 103.6 / 98.4 / Ø7.5 / 90 / 89.2 / 98 | תיאור: הגבהה גלילית,Tube Extension,Collectors & Drains,⬜,122974.jpeg,,,
124533,מחבר כפול DN50,אביזרי שקע-תקע,ליפסקי,,,,תצורה: כפול | DN: 50,Double socket DN50,Insertion Accessories,🔌,124533.jpeg,,,
124842,מחבר כפול 110 עם מעצור,אביזרי שקע-תקע,ליפסקי,,,,תצורה: כפול | DN: 110,Double socket DN110 with stop,Insertion Accessories,🔌,124842.jpeg,,,
124843,ברך 87° עם ביקורת גב 110,ברכיים,ליפסקי,,,,זווית: 87° | DN: 110,87° Bend with outlet DN110 (2 outlets),Bends,↩️,124843.jpeg,,,
124848,מיכל הדחה ספיר לבן,התקנה נמוכה,ליפסקי,,,,"תכולה: 4.5/9 ליטר | גובה: 34 ס""מ | רוחב: 44 ס""מ | עומק: 14 ס""מ",Sapir dual quantity toilet tank - white,Low Installation,🔻,124848.jpeg,,,
124850,מיכל הדחה ספיר פרגמון,התקנה נמוכה,ליפסקי,,,,"תכולה: 4.5/9 ליטר | גובה: 34 ס""מ | רוחב: 44 ס""מ | עומק: 14 ס""מ",Sapir dual quantity toilet tank - travertine,Low Installation,🔻,124850.jpeg,,,
124851,מיכל הדחה ספיר אפור,התקנה נמוכה,ליפסקי,,,,"תכולה: 4.5/9 ליטר | גובה: 34 ס""מ | רוחב: 44 ס""מ | עומק: 14 ס""מ",Sapir dual quantity toilet tank - grey,Low Installation,🔻,124851.jpeg,,,
140870,ברך אסלה לבן עם אום,זקיף אסלה,ליפסקי,,,,תיאור: ברך אסלה לבן עם אום,W.C. bend with outlet,WC Connection,🚽,140870.jpeg,,,
140958,ברך אסלה לבן עם אום 110/50,זקיף אסלה,ליפסקי,,,,DN: 110/50,W.C. bend with outlet 110/50,WC Connection,🚽,140958.jpeg,,,
142289,ברך 87° 110,ברכיים,ליפסקי,,,,זווית: 87° | DN: 110,87° Bend DN110,Bends,↩️,142289.jpeg,,,
145629,מיכל הדחה יהלום לבן,התקנה גבוהה,ליפסקי,,,,"תכולה: 4.5/9 ליטר | גובה: 35.5 ס""מ | רוחב: 44.5 ס""מ | עומק: 15.5 ס""מ",Yahalom dual quantity toilet tank - white,High Installation,🔺,145629.jpeg,,,
145630,מיכל הדחה יהלום פרגמון,התקנה גבוהה,ליפסקי,,,,"תכולה: 4.5/9 ליטר | גובה: 35.5 ס""מ | רוחב: 44.5 ס""מ | עומק: 15.5 ס""מ",Yahalom dual quantity toilet tank - travertine,High Installation,🔺,145630.jpeg,,,
145631,מיכל הדחה יהלום אפור,התקנה גבוהה,ליפסקי,,,,"תכולה: 4.5/9 ליטר | גובה: 35.5 ס""מ | רוחב: 44.5 ס""מ | עומק: 15.5 ס""מ",Yahalom dual quantity toilet tank - grey,High Installation,🔺,145631.jpeg,,,
145858,ברך WC אסלה,זקיף אסלה,ליפסקי,,,,תיאור: ברך אסלה לבן עם אטם,W.C. bend with outlet - white,WC Connection,🚽,145858.jpeg,,,
152785,מיכל הדחה טיטאן לבן,התקנה גבוהה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 35.5 ס""מ | רוחב: 43.5 ס""מ | עומק: 15.5 ס""מ",Titan dual quantity toilet tank - white,High Installation,🔺,152785.jpeg,,,
152786,מיכל הדחה טיטאן פרגמון,התקנה גבוהה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 35.5 ס""מ | רוחב: 43.5 ס""מ | עומק: 15.5 ס""מ",Titan dual quantity toilet tank - travertine,High Installation,🔺,152786.jpeg,,,
152787,מיכל הדחה טיטאן אפור,התקנה גבוהה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 35.5 ס""מ | רוחב: 43.5 ס""מ | עומק: 15.5 ס""מ",Titan dual quantity toilet tank - grey,High Installation,🔺,152787.jpeg,,,
154068,מיכל הדחה טיטאן נמוך לבן,התקנה נמוכה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 35 ס""מ | רוחב: 43 ס""מ | עומק: 15 ס""מ",Low Titan dual quantity toilet tank - white,Low Installation,🔻,154068.jpeg,,,
154069,מיכל הדחה טיטאן נמוך פרגמון,התקנה נמוכה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 35 ס""מ | רוחב: 43 ס""מ | עומק: 15 ס""מ",Low Titan dual quantity toilet tank - travertine,Low Installation,🔻,154069.jpeg,,,
154413,מיכל הדחה טיטאן נמוך אפור,התקנה נמוכה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 35 ס""מ | רוחב: 43 ס""מ | עומק: 15 ס""מ",Low Titan dual quantity toilet tank - grey,Low Installation,🔻,154413.jpeg,,,
161884,ברך 45° 110,ברכיים,ליפסקי,,,,זווית: 45° | DN: 110,45° Bend DN110,Bends,↩️,161884.jpeg,,,
164588,צינור הכנסה אפור,צינורות אפורות,ליפסקי,,,,DN: 50 | L (cm): 400,Smooth pipe DN50 L=400cm,Pipes,📏,164588.jpeg,,,
164873,ברך אסלה פרגמון עם אטם,זקיף אסלה,ליפסקי,,,,תיאור: ברך אסלה פרגמון עם אטם,W.C. bend with outlet - travertine,WC Connection,🚽,164873.jpeg,,,
168525,מיכל הדחה כנרת מונובלוק לבן,התקנה צמודה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 42.5 ס""מ | רוחב: 37 ס""מ | עומק: 17 ס""מ",Kinert monoblock toilet tank - white,Close-coupled Installation,🔻,168525.jpeg,,,
169604,מיכל הדחה כנרת מונובלוק פרגמון,התקנה צמודה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 42.5 ס""מ | רוחב: 37 ס""מ | עומק: 17 ס""מ",Kinert monoblock toilet tank - travertine,Close-coupled Installation,🔻,169604.jpeg,,,
170643,"ברך 90° טלסקופית תבריג ש""ת 90/50/50",אביזרי תבריג,ליפסקי,,,,זווית: 90° | מאפיין: טלסקופי | DN: 90/50/50,Telescopic bend 90° for bottle trap,Screw-on Accessories,🔩,170643.jpeg,,,
171026,מושב אסלה מס. 1 לבן,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה מס.1.0,Toilet seat no.1 - white,Toilet Seats,🚽,171026.jpeg,,,
171027,מושב אסלה מס. 1 פרגמון,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה מס.1.0,Toilet seat no.1 - travertine,Toilet Seats,🚽,171027.jpeg,,,
171028,מושב אסלה מס. 1 אפור,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה מס.1.0,Toilet seat no.1 - grey,Toilet Seats,🚽,171028.jpeg,,,
171189,"מחסום (סיפון) אמריקאי 1.5"" עם יציאה למדיח",מחסומים גלויים,ליפסקי,,,,"מאפיין: עם יציאה למדיח | תיאור: מחסום אמריקאי 1.5"" | צבע: לבן","1.5"" Pipe trap for washing machine 1.5"" Pipe trap for stainless steel",Visible Traps,🚰,171189.jpeg,,,
171190,"מחסום למכונת כביסה 1.5""",מחסומים גלויים,ליפסקי,,,,"ייעוד: למכונת כביסה | צבע: לבן | תיאור: מחסום למכונת כביסה 1.5""","1.5"" Pipe trap for washing machine",Visible Traps,🚰,171190.jpeg,,,
171191,קולט A 50/100 גבוה,מאספי רצפה,ליפסקי,,,,"מק""ט: No.171191 | תיאור: קולט A 50/100 גבוה",Shower trap drain A 50/100 high,Collectors & Drains,🕳️,171191.jpeg,,,
172033,"זרוע קומפלט לאגנית 1.5""",מחסומים גלויים,ליפסקי,,,,"מק""ט: NO.172033 | צבע: לבן | תיאור: זרוע קומפלט לאגנית 1.5""",Shower tray waste kit Drain valve,Visible Traps,🚰,172033.jpeg,,,
172349,"מחסום (סיפון) אמריקאי בודד 2"" + כניסה / למדיח כלים (מס. 5)",מחסומים גלויים,ליפסקי,,,,"תצורה: בודד | הערה: *קיים גם בשרשורי | תיאור: מחסום (סיפון) אמריקאי בודד 2"" + כניסה / למדיח כלים (מס. 5) | צבע: לבן","2"" Bottle trap for stainless steel sink with dishwasher outlet",Visible Traps,🚰,172349.jpeg,,,
178700,ונטיל לכיור אמריקאי,מחסומים גלויים,ליפסקי,,,,"מק""ט: NO.178700 | צבע: לבן | תיאור: ונטיל לכיור אמריקאי",Shower tray waste kit Drain valve,Visible Traps,🚰,178700.jpeg,,,
178862,מיכל הדחה ברקת לבן,התקנה נמוכה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 41.5 ס""מ | רוחב: 37 ס""מ | עומק: 11.5 ס""מ",Barkat dual quantity toilet tank - white,Low Installation,🔻,178862.jpeg,,,
178864,מיכל הדחה ברקת מונובלוק לבן,התקנה צמודה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 41.5 ס""מ | רוחב: 37 ס""מ | עומק: 11.5 ס""מ",Barkat monoblock toilet tank - white,Close-coupled Installation,🔻,178864.jpeg,,,
178866,מיכל הדחה ברקת פרגמון,התקנה נמוכה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 41.5 ס""מ | רוחב: 37 ס""מ | עומק: 11.5 ס""מ",Barkat dual quantity toilet tank - travertine,Low Installation,🔻,178866.jpeg,,,
178867,מיכל הדחה ברקת מונובלוק פרגמון,התקנה צמודה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 41.5 ס""מ | רוחב: 37 ס""מ | עומק: 11.5 ס""מ",Barkat monoblock toilet tank - travertine,Close-coupled Installation,🔻,178867.jpeg,,,
178869,מיכל הדחה ברקת אפור,התקנה נמוכה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 41.5 ס""מ | רוחב: 37 ס""מ | עומק: 11.5 ס""מ",Barkat dual quantity toilet tank - grey,Low Installation,🔻,178869.jpeg,,,
178870,מיכל הדחה ברקת מונובלוק אפור,התקנה צמודה,ליפסקי,,,,"תכולה: 3/6 ליטר | גובה: 41.5 ס""מ | רוחב: 37 ס""מ | עומק: 11.5 ס""מ",Barkat monoblock toilet tank - grey,Close-coupled Installation,🔻,178870.jpeg,,,
179046,מושב אסלה חרמון לבן,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה חרמון,Toilet seat Hermon - white,Toilet Seats,🚽,179046.jpeg,,,
179611,מושב אסלה מס. 9 ציר ניירוסטה אנטי ונדליזם לבן,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה מס.9,Toilet seat no.9 stainless hinge anti-vandal - white,Toilet Seats,🚽,179611.jpeg,,,
179612,מושב אסלה מס. 9 ציר ניירוסטה אנטי ונדליזם פרגמון,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה מס.9,Toilet seat no.9 stainless hinge anti-vandal - travertine,Toilet Seats,🚽,179612.jpeg,,,
179613,מושב אסלה מס. 9 ציר ניירוסטה אנטי ונדליזם אפור,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה מס.9,Toilet seat no.9 stainless hinge anti-vandal - grey,Toilet Seats,🚽,179613.jpeg,,,
186379,מושב אסלה חרמון פרגמון,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה חרמון,Toilet seat Hermon - travertine,Toilet Seats,🚽,186379.jpeg,,,
186466,ערכה אוניברסלית לתיקון ברז,חלקים סניטריים,ליפסקי,,,,תיאור: ערכה אוניברסלית לתיקון ברז,Universal repair kit,Sanitary Parts,🔧,,,,
186666,חלקים למוצרים סניטריים,חלקים סניטריים,ליפסקי,,,,תיאור: חלקים למוצרים סניטריים,Parts for Sanitary Products,Sanitary Parts,🔧,186666.jpeg,,,
187133,מושב אסלה תבור סגירה רכה לבן,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה תבור | סדרה: סגירה רכה (הידראולי),Toilet seat Tavor soft close - white,Toilet Seats,🚽,187133.jpeg,,,
187134,מושב אסלה תבור סגירה רכה פרגמון,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה תבור | סדרה: סגירה רכה (הידראולי),Toilet seat Tavor soft close - travertine,Toilet Seats,🚽,187134.jpeg,,,
187463,מסעף 45° תבריג 32/32/32,מסעפים וחיבורי אסלה,ליפסקי,,,,זווית: 45° | DN: 32/32/32,Branch 45° DN32 screw-on Includes 3 nuts and 3 seals,Branches & WC Conn.,⑂,187463.jpeg,,,
187700,ונטיל לכיור אמריקאי,מחסומים גלויים,ליפסקי,,,,תיאור: ונטיל לכיור אמריקאי,Drain valve for American sink,Visible Traps,🚰,187700.jpeg,,,
190297,ברך 45° 110 לבן,ברכיים,ליפסקי,,,,זווית: 45° | DN: 110,45° Bend DN110 large radius,Bends,↩️,190297.jpeg,,,
192271,מסעף 45° DN110 — צד ללא תבריג · כולל 2 אומים ו-2 אטמים,מסעפים וחיבורי אסלה,ליפסקי,,,,זווית: 45° | מידה: DN110 | תיאור: מסעף 45° DN110 — צד ללא תבריג · כולל 2 אומים ו-2 אטמים,Branch 45° DN110 one side without screw-on 2 nuts and 2 seals,Branches & WC Conn.,⑂,192271.jpeg,,,
192291,מסעף 45° DN75 — צד ללא תבריג · כולל 2 אומים ו-2 אטמים,מסעפים וחיבורי אסלה,ליפסקי,,,,זווית: 45° | מידה: DN75 | תיאור: מסעף 45° DN75 — צד ללא תבריג · כולל 2 אומים ו-2 אטמים,Branch 45° DN75 one side without screw-on 2 nuts and 2 seals,Branches & WC Conn.,⑂,192291.jpeg,,,
193420,"פיה קומפלט למכונת כביסה 1.25"" (לסיפון מס. 2,4)",מחסומים גלויים,ליפסקי,,,,"ייעוד: למכונת כביסה | מק""ט פיה קומפלט: 193420 | תיאור: פיה למכונת כביסה, שקית קומפלט (מתאימה לסיפון מס' 2,4 קומפלט 1.25"") | צבע: לבן",Outlet connection for washing machine Outlet connection for dishwasher,Visible Traps,🚰,193420.jpeg,,,
194058,מצמד ארוך (טלסקופי) DN110/133,אביזרי שקע-תקע,ליפסקי,,,,מאפיין: טלסקופי | DN: 110/133,Long socket (telescopic) DN110/133,Insertion Accessories,🔌,194058.jpeg,,,
194897,מצרה לתיקון 110/100,מצמדים וצינורות,ליפסקי,,,,DN: 110/100,Short coupler 110/100,Couplers & Pipes,🪠,194897.jpeg,,,
194898,מצמד ארוך לתיקון 110/110,אביזרי שקע-תקע,ליפסקי,,,,DN: 110/110,Long socket (telescopic) DN110/110,Insertion Accessories,🔌,194898.jpeg,,,
194899,ברך 15° 110,ברכיים,ליפסקי,,,,זווית: 15° | DN: 110,15° Bend DN110,Bends,↩️,194899.jpeg,,,
194900,ברך 30° 110,ברכיים,ליפסקי,,,,זווית: 30° | DN: 110,30° Bend DN110,Bends,↩️,194900.jpeg,,,
195505,מושב אסלה כרמל סגירה רכה לבן,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה כרמל סגירה רכה (הידראולי),Toilet seat Carmel soft close - white,Toilet Seats,🚽,195505.jpeg,,,
195506,מושב אסלה כרמל סגירה רכה פרגמון,מושבי אסלה,ליפסקי,,,,תיאור: מושב אסלה כרמל סגירה רכה (הידראולי),Toilet seat Carmel soft close - travertine,Toilet Seats,🚽,195506.jpeg,,,
196172,מחבר כפול DN40 · כולל 2 אומים ו-2 אטמים,אביזרי תבריג,ליפסקי,,,,תצורה: כפול | מידה: DN40 | תיאור: מחבר כפול DN40 · כולל 2 אומים ו-2 אטמים,Double socket DN40 Includes 2 nuts and 2 seals,Screw-on Accessories,🔩,196172.jpeg,,,
196175,מחבר כפול DN50 · כולל 2 אומים ו-2 אטמים,אביזרי תבריג,ליפסקי,,,,תצורה: כפול | מידה: DN50 | תיאור: מחבר כפול DN50 · כולל 2 אומים ו-2 אטמים,Double socket DN50 Includes 2 nuts and 2 seals,Screw-on Accessories,🔩,196175.jpeg,,,
196206,מחבר כפול DN32 · כולל 2 אומים ו-2 אטמים,אביזרי תבריג,ליפסקי,,,,תצורה: כפול | מידה: DN32 | תיאור: מחבר כפול DN32 · כולל 2 אומים ו-2 אטמים,Double socket DN32 Includes 2 nuts and 2 seals,Screw-on Accessories,🔩,196206.jpeg,,,
196575,מחבר כפול DN110,אביזרי שקע-תקע,ליפסקי,,,,תצורה: כפול | DN: 110,Double socket DN110,Insertion Accessories,🔌,196575.jpeg,,,
196587,מחסום רצפה תיקני 130/50,מחסומי רצפה,ליפסקי,,,,מאפיין: תיקני | DN: 130/50,Gully trap 130/50,Floor Traps,⬇️,,,,
196687,מחסום רצפה -130/50 לא תקני (מערכת D) כניסות 50,מאספי רצפה,ליפסקי,,,,DN: 130/50,Gully trap non-standard 130/40,Collectors & Drains,🕳️,196687.jpeg,,,
196762,מחבר כפול DN75,אביזרי שקע-תקע,ליפסקי,,,,תצורה: כפול | DN: 75,Double socket DN75,Insertion Accessories,🔌,196762.jpeg,,,
